Agente,Fecha,Hora,Tema,Respondido (S/N),Resuelto,Velocidad de respuesta en segundos,Duración promedio de la llamada,Calificación de satisfacción,Duración de la llamada,Duración de la llamada en minutos,NombreDia,NombreMes
Stewart,2021-02-13,9,Technical Support,Y,Y,57.0,00:02:24,5.0,144,2.4,Saturday,February
Dan,2021-02-13,9,Contract related,Y,Y,37.0,00:06:05,3.0,365,6.08,Saturday,February
Greg,2021-02-13,9,Payment related,Y,Y,62.0,00:01:14,2.0,74,1.23,Saturday,February
Greg,2021-02-13,9,Streaming,Y,Y,48.0,00:01:27,4.0,87,1.45,Saturday,February
Dan,2021-02-13,10,Technical Support,Y,Y,123.0,00:03:12,3.0,192,3.2,Saturday,February
Greg,2021-02-13,10,Contract related,Y,Y,83.0,00:00:50,5.0,50,0.83,Saturday,February
Joe,2021-02-13,10,Admin Support,Y,Y,23.0,00:02:51,5.0,171,2.85,Saturday,February
Greg,2021-02-13,10,Streaming,Y,N,27.0,00:05:11,3.0,311,5.18,Saturday,February
Joe,2021-02-13,10,Admin Support,Y,Y,78.0,00:06:23,5.0,383,6.38,Saturday,February
Becky,2021-02-13,11,Streaming,Y,Y,82.0,00:05:12,3.0,312,5.2,Saturday,February
Jim,2021-02-13,11,Streaming,Y,Y,50.0,00:05:27,4.0,327,5.45,Saturday,February
Diane,2021-02-13,11,Admin Support,Y,Y,90.0,00:01:08,4.0,68,1.13,Saturday,February
Joe,2021-02-13,11,Admin Support,Y,Y,89.0,00:05:13,3.0,313,5.22,Saturday,February
Martha,2021-02-13,12,Payment related,Y,Y,79.0,00:06:47,1.0,407,6.78,Saturday,February
Greg,2021-02-13,12,Contract related,Y,Y,123.0,00:06:42,2.0,402,6.7,Saturday,February
Dan,2021-02-13,12,Admin Support,Y,Y,97.0,00:02:32,1.0,152,2.53,Saturday,February
Dan,2021-02-13,12,Technical Support,Y,Y,74.0,00:05:57,3.0,357,5.95,Saturday,February
Jim,2021-02-13,12,Admin Support,Y,Y,68.0,00:03:10,5.0,190,3.17,Saturday,February
Joe,2021-02-13,12,Streaming,Y,Y,100.0,00:04:26,5.0,266,4.43,Saturday,February
Martha,2021-02-13,12,Contract related,Y,Y,34.0,00:04:29,4.0,269,4.48,Saturday,February
Greg,2021-02-13,12,Contract related,Y,Y,33.0,00:03:46,1.0,226,3.77,Saturday,February
Greg,2021-02-13,12,Contract related,Y,Y,63.0,00:05:13,5.0,313,5.22,Saturday,February
Greg,2021-02-13,12,Technical Support,Y,Y,54.0,00:02:58,1.0,178,2.97,Saturday,February
Greg,2021-02-13,13,Technical Support,Y,Y,91.0,00:03:42,2.0,222,3.7,Saturday,February
Becky,2021-02-13,13,Payment related,Y,Y,89.0,00:04:15,4.0,255,4.25,Saturday,February
Joe,2021-02-13,13,Payment related,Y,Y,75.0,00:04:39,5.0,279,4.65,Saturday,February
Greg,2021-02-13,13,Streaming,Y,Y,54.0,00:00:35,4.0,35,0.58,Saturday,February
Stewart,2021-02-13,13,Payment related,Y,Y,43.0,00:03:08,3.0,188,3.13,Saturday,February
Stewart,2021-02-13,14,Admin Support,Y,Y,45.0,00:06:53,4.0,413,6.88,Saturday,February
Martha,2021-02-13,14,Payment related,Y,Y,79.0,00:00:31,5.0,31,0.52,Saturday,February
Joe,2021-02-13,14,Technical Support,Y,Y,27.0,00:03:14,3.0,194,3.23,Saturday,February
Diane,2021-02-13,14,Payment related,Y,Y,59.0,00:05:33,3.0,333,5.55,Saturday,February
Stewart,2021-02-13,15,Contract related,Y,N,70.0,00:00:52,4.0,52,0.87,Saturday,February
Dan,2021-02-13,15,Payment related,Y,N,92.0,00:01:26,5.0,86,1.43,Saturday,February
Greg,2021-02-13,15,Technical Support,Y,Y,96.0,00:04:35,2.0,275,4.58,Saturday,February
Becky,2021-02-13,15,Streaming,Y,Y,79.0,00:05:10,5.0,310,5.17,Saturday,February
Greg,2021-02-13,15,Admin Support,Y,Y,115.0,00:01:05,5.0,65,1.08,Saturday,February
Jim,2021-02-13,15,Payment related,Y,Y,71.0,00:05:46,3.0,346,5.77,Saturday,February
Stewart,2021-02-13,16,Payment related,Y,N,124.0,00:05:41,4.0,341,5.68,Saturday,February
Joe,2021-02-13,16,Contract related,Y,Y,35.0,00:00:31,5.0,31,0.52,Saturday,February
Dan,2021-02-13,17,Contract related,Y,Y,106.0,00:03:22,3.0,202,3.37,Saturday,February
Dan,2021-02-13,17,Contract related,Y,Y,32.0,00:03:33,4.0,213,3.55,Saturday,February
Jim,2021-02-14,9,Payment related,Y,Y,119.0,00:04:18,4.0,258,4.3,Sunday,February
Greg,2021-02-14,9,Contract related,Y,Y,112.0,00:04:29,2.0,269,4.48,Sunday,February
Stewart,2021-02-14,9,Technical Support,Y,Y,49.0,00:04:10,1.0,250,4.17,Sunday,February
Joe,2021-02-14,9,Admin Support,Y,Y,74.0,00:04:54,3.0,294,4.9,Sunday,February
Greg,2021-02-14,9,Streaming,Y,N,117.0,00:02:45,4.0,165,2.75,Sunday,February
Diane,2021-02-14,9,Admin Support,Y,Y,40.0,00:06:51,1.0,411,6.85,Sunday,February
Martha,2021-02-14,10,Contract related,Y,Y,87.0,00:04:53,5.0,293,4.88,Sunday,February
Martha,2021-02-14,10,Streaming,Y,Y,58.0,00:01:24,4.0,84,1.4,Sunday,February
Becky,2021-02-14,10,Technical Support,Y,Y,84.0,00:06:00,4.0,360,6.0,Sunday,February
Jim,2021-02-14,10,Payment related,Y,Y,54.0,00:02:17,2.0,137,2.28,Sunday,February
Dan,2021-02-14,10,Contract related,Y,Y,13.0,00:05:36,5.0,336,5.6,Sunday,February
Jim,2021-02-14,11,Technical Support,Y,Y,42.0,00:00:36,4.0,36,0.6,Sunday,February
Stewart,2021-02-14,11,Payment related,Y,Y,12.0,00:02:36,1.0,156,2.6,Sunday,February
Diane,2021-02-14,12,Admin Support,Y,Y,13.0,00:04:40,3.0,280,4.67,Sunday,February
Diane,2021-02-14,12,Streaming,Y,Y,100.0,00:03:11,5.0,191,3.18,Sunday,February
Joe,2021-02-14,12,Payment related,Y,Y,70.0,00:01:10,2.0,70,1.17,Sunday,February
Becky,2021-02-14,13,Technical Support,Y,Y,102.0,00:05:53,4.0,353,5.88,Sunday,February
Becky,2021-02-14,13,Technical Support,Y,Y,82.0,00:03:19,3.0,199,3.32,Sunday,February
Joe,2021-02-14,13,Streaming,Y,N,24.0,00:04:07,5.0,247,4.12,Sunday,February
Stewart,2021-02-14,13,Admin Support,Y,Y,10.0,00:01:39,5.0,99,1.65,Sunday,February
Stewart,2021-02-14,13,Streaming,Y,Y,80.0,00:05:01,1.0,301,5.02,Sunday,February
Stewart,2021-02-14,13,Technical Support,Y,Y,63.0,00:06:14,4.0,374,6.23,Sunday,February
Greg,2021-02-14,13,Contract related,Y,Y,43.0,00:06:53,4.0,413,6.88,Sunday,February
Diane,2021-02-14,14,Payment related,Y,Y,87.0,00:02:02,4.0,122,2.03,Sunday,February
Joe,2021-02-14,14,Technical Support,Y,Y,125.0,00:06:04,4.0,364,6.07,Sunday,February
Stewart,2021-02-14,14,Payment related,Y,Y,56.0,00:03:52,1.0,232,3.87,Sunday,February
Greg,2021-02-14,14,Payment related,Y,Y,88.0,00:03:46,3.0,226,3.77,Sunday,February
Jim,2021-02-14,14,Payment related,Y,Y,45.0,00:01:17,4.0,77,1.28,Sunday,February
Dan,2021-02-14,14,Technical Support,Y,Y,24.0,00:02:01,4.0,121,2.02,Sunday,February
Jim,2021-02-14,14,Contract related,Y,Y,23.0,00:04:12,5.0,252,4.2,Sunday,February
Becky,2021-02-14,15,Payment related,Y,Y,66.0,00:06:47,5.0,407,6.78,Sunday,February
Joe,2021-02-14,16,Streaming,Y,Y,67.0,00:01:35,4.0,95,1.58,Sunday,February
Becky,2021-02-14,16,Technical Support,Y,Y,39.0,00:05:14,1.0,314,5.23,Sunday,February
Becky,2021-02-14,16,Streaming,Y,Y,70.0,00:00:39,1.0,39,0.65,Sunday,February
Jim,2021-02-14,16,Admin Support,Y,Y,40.0,00:06:39,5.0,399,6.65,Sunday,February
Martha,2021-02-14,16,Admin Support,Y,Y,28.0,00:06:26,3.0,386,6.43,Sunday,February
Joe,2021-02-14,16,Technical Support,Y,Y,107.0,00:03:39,2.0,219,3.65,Sunday,February
Stewart,2021-02-14,16,Payment related,Y,Y,62.0,00:04:42,4.0,282,4.7,Sunday,February
Diane,2021-02-14,16,Technical Support,Y,Y,80.0,00:04:20,4.0,260,4.33,Sunday,February
Stewart,2021-02-14,16,Contract related,Y,Y,63.0,00:03:06,3.0,186,3.1,Sunday,February
Becky,2021-02-14,17,Technical Support,Y,Y,36.0,00:05:18,3.0,318,5.3,Sunday,February
Dan,2021-02-14,17,Contract related,Y,Y,64.0,00:02:05,3.0,125,2.08,Sunday,February
Greg,2021-02-14,17,Contract related,Y,Y,110.0,00:05:43,3.0,343,5.72,Sunday,February
Jim,2021-02-14,17,Admin Support,Y,Y,43.0,00:06:22,3.0,382,6.37,Sunday,February
Jim,2021-02-14,17,Technical Support,Y,Y,76.0,00:04:44,5.0,284,4.73,Sunday,February
Joe,2021-02-14,17,Technical Support,Y,Y,45.0,00:02:29,2.0,149,2.48,Sunday,February
Martha,2021-02-14,17,Streaming,Y,N,109.0,00:01:12,3.0,72,1.2,Sunday,February
Joe,2021-02-14,17,Streaming,Y,Y,68.0,00:06:54,4.0,414,6.9,Sunday,February
Greg,2021-02-14,17,Contract related,Y,N,99.0,00:06:54,1.0,414,6.9,Sunday,February
Dan,2021-02-14,17,Contract related,Y,Y,27.0,00:04:05,4.0,245,4.08,Sunday,February
Greg,2021-02-15,9,Streaming,Y,Y,14.0,00:00:58,3.0,58,0.97,Monday,February
Greg,2021-02-15,9,Admin Support,Y,Y,81.0,00:04:21,3.0,261,4.35,Monday,February
Dan,2021-02-15,9,Admin Support,Y,Y,24.0,00:03:07,3.0,187,3.12,Monday,February
Dan,2021-02-15,9,Contract related,Y,Y,13.0,00:05:48,1.0,348,5.8,Monday,February
Becky,2021-02-15,10,Technical Support,Y,Y,89.0,00:00:53,1.0,53,0.88,Monday,February
Becky,2021-02-15,10,Streaming,Y,Y,103.0,00:05:57,4.0,357,5.95,Monday,February
Jim,2021-02-15,10,Payment related,Y,Y,103.0,00:03:48,3.0,228,3.8,Monday,February
Stewart,2021-02-15,10,Contract related,Y,N,59.0,00:03:31,3.0,211,3.52,Monday,February
Joe,2021-02-15,10,Payment related,Y,Y,113.0,00:01:38,3.0,98,1.63,Monday,February
Diane,2021-02-15,11,Contract related,Y,Y,69.0,00:01:52,2.0,112,1.87,Monday,February
Diane,2021-02-15,11,Technical Support,Y,Y,69.0,00:01:51,2.0,111,1.85,Monday,February
Becky,2021-02-15,11,Technical Support,Y,N,11.0,00:05:07,4.0,307,5.12,Monday,February
Dan,2021-02-15,11,Contract related,Y,Y,75.0,00:04:11,2.0,251,4.18,Monday,February
Jim,2021-02-15,11,Technical Support,Y,N,24.0,00:02:32,5.0,152,2.53,Monday,February
Becky,2021-02-15,11,Admin Support,Y,Y,124.0,00:06:08,3.0,368,6.13,Monday,February
Greg,2021-02-15,11,Admin Support,Y,Y,32.0,00:02:34,5.0,154,2.57,Monday,February
Stewart,2021-02-15,11,Admin Support,Y,Y,105.0,00:06:34,5.0,394,6.57,Monday,February
Jim,2021-02-15,11,Payment related,Y,Y,94.0,00:01:03,4.0,63,1.05,Monday,February
Joe,2021-02-15,12,Contract related,Y,Y,107.0,00:02:16,4.0,136,2.27,Monday,February
Diane,2021-02-15,12,Admin Support,Y,Y,79.0,00:05:33,5.0,333,5.55,Monday,February
Becky,2021-02-15,12,Admin Support,Y,Y,59.0,00:02:05,4.0,125,2.08,Monday,February
Dan,2021-02-15,12,Technical Support,Y,N,117.0,00:04:54,3.0,294,4.9,Monday,February
Martha,2021-02-15,12,Streaming,Y,Y,37.0,00:01:51,3.0,111,1.85,Monday,February
Dan,2021-02-15,13,Admin Support,Y,Y,94.0,00:05:20,4.0,320,5.33,Monday,February
Becky,2021-02-15,13,Technical Support,Y,Y,120.0,00:02:45,1.0,165,2.75,Monday,February
Martha,2021-02-15,13,Streaming,Y,Y,50.0,00:06:47,2.0,407,6.78,Monday,February
Becky,2021-02-15,13,Payment related,Y,Y,47.0,00:02:28,5.0,148,2.47,Monday,February
Dan,2021-02-15,13,Admin Support,Y,Y,118.0,00:02:53,5.0,173,2.88,Monday,February
Jim,2021-02-15,14,Technical Support,Y,Y,14.0,00:01:13,5.0,73,1.22,Monday,February
Dan,2021-02-15,14,Technical Support,Y,Y,88.0,00:01:09,3.0,69,1.15,Monday,February
Joe,2021-02-15,14,Streaming,Y,Y,124.0,00:00:52,4.0,52,0.87,Monday,February
Diane,2021-02-15,14,Payment related,Y,Y,18.0,00:00:48,5.0,48,0.8,Monday,February
Dan,2021-02-15,14,Admin Support,Y,Y,22.0,00:02:05,3.0,125,2.08,Monday,February
Becky,2021-02-15,14,Streaming,Y,Y,94.0,00:06:18,5.0,378,6.3,Monday,February
Becky,2021-02-15,14,Technical Support,Y,N,54.0,00:03:36,3.0,216,3.6,Monday,February
Greg,2021-02-15,14,Contract related,Y,N,44.0,00:03:17,5.0,197,3.28,Monday,February
Greg,2021-02-15,15,Admin Support,Y,Y,28.0,00:04:23,3.0,263,4.38,Monday,February
Jim,2021-02-15,15,Payment related,Y,Y,103.0,00:03:12,3.0,192,3.2,Monday,February
Joe,2021-02-15,15,Technical Support,Y,Y,25.0,00:00:47,4.0,47,0.78,Monday,February
Jim,2021-02-15,16,Streaming,Y,Y,84.0,00:04:10,3.0,250,4.17,Monday,February
Dan,2021-02-15,16,Streaming,Y,Y,36.0,00:03:57,4.0,237,3.95,Monday,February
Stewart,2021-02-15,17,Payment related,Y,Y,42.0,00:03:41,4.0,221,3.68,Monday,February
Dan,2021-02-15,17,Streaming,Y,Y,124.0,00:03:51,3.0,231,3.85,Monday,February
Stewart,2021-02-15,17,Technical Support,Y,Y,99.0,00:03:40,5.0,220,3.67,Monday,February
Diane,2021-02-15,17,Streaming,Y,Y,124.0,00:04:23,5.0,263,4.38,Monday,February
Greg,2021-02-15,17,Admin Support,Y,Y,55.0,00:06:25,5.0,385,6.42,Monday,February
Greg,2021-02-16,9,Admin Support,Y,Y,64.0,00:05:06,2.0,306,5.1,Tuesday,February
Diane,2021-02-16,9,Technical Support,Y,Y,82.0,00:04:54,2.0,294,4.9,Tuesday,February
Diane,2021-02-16,10,Streaming,Y,Y,50.0,00:03:19,4.0,199,3.32,Tuesday,February
Stewart,2021-02-16,10,Contract related,Y,Y,100.0,00:03:42,4.0,222,3.7,Tuesday,February
Jim,2021-02-16,10,Admin Support,Y,Y,26.0,00:06:54,3.0,414,6.9,Tuesday,February
Dan,2021-02-16,10,Payment related,Y,Y,75.0,00:04:14,2.0,254,4.23,Tuesday,February
Greg,2021-02-16,10,Technical Support,Y,Y,26.0,00:06:28,3.0,388,6.47,Tuesday,February
Dan,2021-02-16,10,Payment related,Y,Y,21.0,00:05:08,3.0,308,5.13,Tuesday,February
Stewart,2021-02-16,10,Admin Support,Y,Y,53.0,00:00:31,1.0,31,0.52,Tuesday,February
Greg,2021-02-16,10,Streaming,Y,Y,109.0,00:02:37,3.0,157,2.62,Tuesday,February
Becky,2021-02-16,11,Streaming,Y,Y,108.0,00:06:04,3.0,364,6.07,Tuesday,February
Stewart,2021-02-16,11,Contract related,Y,Y,58.0,00:05:16,5.0,316,5.27,Tuesday,February
Stewart,2021-02-16,11,Payment related,Y,Y,14.0,00:05:51,5.0,351,5.85,Tuesday,February
Martha,2021-02-16,11,Contract related,Y,Y,74.0,00:05:31,4.0,331,5.52,Tuesday,February
Jim,2021-02-16,11,Streaming,Y,Y,54.0,00:02:46,5.0,166,2.77,Tuesday,February
Greg,2021-02-16,11,Streaming,Y,Y,18.0,00:03:43,4.0,223,3.72,Tuesday,February
Joe,2021-02-16,11,Payment related,Y,Y,39.0,00:06:13,3.0,373,6.22,Tuesday,February
Martha,2021-02-16,12,Payment related,Y,Y,31.0,00:03:17,1.0,197,3.28,Tuesday,February
Diane,2021-02-16,12,Technical Support,Y,Y,118.0,00:05:00,3.0,300,5.0,Tuesday,February
Joe,2021-02-16,12,Contract related,Y,Y,118.0,00:05:58,3.0,358,5.97,Tuesday,February
Jim,2021-02-16,13,Payment related,Y,Y,69.0,00:03:37,4.0,217,3.62,Tuesday,February
Greg,2021-02-16,13,Payment related,Y,Y,125.0,00:06:21,5.0,381,6.35,Tuesday,February
Dan,2021-02-16,14,Streaming,Y,N,47.0,00:02:41,3.0,161,2.68,Tuesday,February
Joe,2021-02-16,14,Payment related,Y,Y,53.0,00:01:04,1.0,64,1.07,Tuesday,February
Diane,2021-02-16,14,Streaming,Y,N,55.0,00:04:37,2.0,277,4.62,Tuesday,February
Martha,2021-02-16,14,Admin Support,Y,Y,91.0,00:05:30,2.0,330,5.5,Tuesday,February
Joe,2021-02-16,14,Technical Support,Y,Y,37.0,00:05:23,3.0,323,5.38,Tuesday,February
Jim,2021-02-16,14,Admin Support,Y,Y,118.0,00:04:53,4.0,293,4.88,Tuesday,February
Dan,2021-02-16,15,Technical Support,Y,Y,37.0,00:05:36,5.0,336,5.6,Tuesday,February
Becky,2021-02-16,15,Admin Support,Y,Y,124.0,00:04:04,4.0,244,4.07,Tuesday,February
Greg,2021-02-16,15,Technical Support,Y,Y,105.0,00:01:35,4.0,95,1.58,Tuesday,February
Greg,2021-02-16,15,Technical Support,Y,Y,36.0,00:03:27,1.0,207,3.45,Tuesday,February
Martha,2021-02-16,15,Streaming,Y,Y,87.0,00:06:52,4.0,412,6.87,Tuesday,February
Becky,2021-02-16,16,Technical Support,Y,Y,98.0,00:05:02,4.0,302,5.03,Tuesday,February
Joe,2021-02-16,16,Payment related,Y,Y,37.0,00:02:51,3.0,171,2.85,Tuesday,February
Jim,2021-02-16,16,Streaming,Y,Y,65.0,00:04:48,1.0,288,4.8,Tuesday,February
Diane,2021-02-16,16,Contract related,Y,Y,117.0,00:06:27,3.0,387,6.45,Tuesday,February
Dan,2021-02-16,16,Streaming,Y,Y,70.0,00:01:42,4.0,102,1.7,Tuesday,February
Becky,2021-02-16,16,Streaming,Y,Y,30.0,00:05:33,3.0,333,5.55,Tuesday,February
Jim,2021-02-16,16,Technical Support,Y,N,53.0,00:04:39,3.0,279,4.65,Tuesday,February
Becky,2021-02-16,17,Streaming,Y,Y,69.0,00:05:11,4.0,311,5.18,Tuesday,February
Stewart,2021-02-16,17,Contract related,Y,Y,109.0,00:04:10,1.0,250,4.17,Tuesday,February
Dan,2021-02-16,17,Technical Support,Y,Y,17.0,00:00:42,5.0,42,0.7,Tuesday,February
Martha,2021-02-16,17,Streaming,Y,Y,109.0,00:04:52,4.0,292,4.87,Tuesday,February
Greg,2021-02-16,17,Contract related,Y,Y,50.0,00:05:46,5.0,346,5.77,Tuesday,February
Becky,2021-02-16,17,Admin Support,Y,N,22.0,00:03:31,3.0,211,3.52,Tuesday,February
Diane,2021-02-16,17,Contract related,Y,Y,100.0,00:02:35,4.0,155,2.58,Tuesday,February
Stewart,2021-02-16,17,Streaming,Y,Y,101.0,00:05:15,3.0,315,5.25,Tuesday,February
Becky,2021-02-16,17,Payment related,Y,Y,15.0,00:02:49,3.0,169,2.82,Tuesday,February
Diane,2021-02-16,17,Contract related,Y,Y,59.0,00:04:29,5.0,269,4.48,Tuesday,February
Stewart,2021-02-17,9,Contract related,Y,Y,93.0,00:03:15,3.0,195,3.25,Wednesday,February
Becky,2021-02-17,9,Payment related,Y,Y,81.0,00:06:25,4.0,385,6.42,Wednesday,February
Jim,2021-02-17,9,Admin Support,Y,Y,20.0,00:02:11,1.0,131,2.18,Wednesday,February
Greg,2021-02-17,9,Contract related,Y,Y,47.0,00:00:35,3.0,35,0.58,Wednesday,February
Diane,2021-02-17,9,Admin Support,Y,N,17.0,00:03:02,1.0,182,3.03,Wednesday,February
Stewart,2021-02-17,9,Payment related,Y,N,15.0,00:01:04,3.0,64,1.07,Wednesday,February
Diane,2021-02-17,9,Technical Support,Y,Y,94.0,00:06:10,5.0,370,6.17,Wednesday,February
Martha,2021-02-17,9,Technical Support,Y,Y,10.0,00:02:15,5.0,135,2.25,Wednesday,February
Joe,2021-02-17,9,Admin Support,Y,Y,96.0,00:04:12,3.0,252,4.2,Wednesday,February
Joe,2021-02-17,9,Admin Support,Y,Y,32.0,00:01:41,4.0,101,1.68,Wednesday,February
Becky,2021-02-17,9,Streaming,Y,Y,36.0,00:05:02,1.0,302,5.03,Wednesday,February
Martha,2021-02-17,9,Streaming,Y,Y,50.0,00:01:42,5.0,102,1.7,Wednesday,February
Martha,2021-02-17,10,Payment related,Y,Y,89.0,00:00:33,2.0,33,0.55,Wednesday,February
Joe,2021-02-17,10,Admin Support,Y,Y,114.0,00:05:47,5.0,347,5.78,Wednesday,February
Martha,2021-02-17,10,Streaming,Y,Y,44.0,00:06:31,5.0,391,6.52,Wednesday,February
Joe,2021-02-17,10,Admin Support,Y,Y,100.0,00:06:06,5.0,366,6.1,Wednesday,February
Jim,2021-02-17,11,Contract related,Y,Y,70.0,00:00:49,4.0,49,0.82,Wednesday,February
Martha,2021-02-17,11,Contract related,Y,Y,16.0,00:04:03,4.0,243,4.05,Wednesday,February
Becky,2021-02-17,11,Admin Support,Y,Y,49.0,00:01:04,4.0,64,1.07,Wednesday,February
Joe,2021-02-17,11,Streaming,Y,Y,96.0,00:05:48,4.0,348,5.8,Wednesday,February
Greg,2021-02-17,11,Admin Support,Y,Y,85.0,00:05:36,4.0,336,5.6,Wednesday,February
Martha,2021-02-17,11,Contract related,Y,Y,65.0,00:05:29,2.0,329,5.48,Wednesday,February
Martha,2021-02-17,11,Payment related,Y,Y,67.0,00:00:30,4.0,30,0.5,Wednesday,February
Greg,2021-02-17,12,Payment related,Y,Y,50.0,00:01:09,4.0,69,1.15,Wednesday,February
Diane,2021-02-17,12,Contract related,Y,Y,79.0,00:03:22,3.0,202,3.37,Wednesday,February
Greg,2021-02-17,12,Technical Support,Y,Y,107.0,00:03:53,4.0,233,3.88,Wednesday,February
Martha,2021-02-17,12,Contract related,Y,N,52.0,00:04:50,1.0,290,4.83,Wednesday,February
Jim,2021-02-17,12,Streaming,Y,N,104.0,00:06:25,1.0,385,6.42,Wednesday,February
Jim,2021-02-17,12,Contract related,Y,Y,63.0,00:00:54,1.0,54,0.9,Wednesday,February
Becky,2021-02-17,13,Technical Support,Y,Y,79.0,00:03:51,4.0,231,3.85,Wednesday,February
Greg,2021-02-17,13,Streaming,Y,N,21.0,00:06:31,3.0,391,6.52,Wednesday,February
Becky,2021-02-17,13,Technical Support,Y,Y,93.0,00:05:36,3.0,336,5.6,Wednesday,February
Joe,2021-02-17,13,Streaming,Y,Y,72.0,00:02:52,4.0,172,2.87,Wednesday,February
Greg,2021-02-17,13,Admin Support,Y,Y,84.0,00:04:32,3.0,272,4.53,Wednesday,February
Jim,2021-02-17,14,Admin Support,Y,Y,45.0,00:02:04,3.0,124,2.07,Wednesday,February
Dan,2021-02-17,14,Streaming,Y,N,49.0,00:01:21,4.0,81,1.35,Wednesday,February
Becky,2021-02-17,14,Admin Support,Y,Y,110.0,00:06:06,4.0,366,6.1,Wednesday,February
Diane,2021-02-17,14,Technical Support,Y,N,58.0,00:02:13,3.0,133,2.22,Wednesday,February
Joe,2021-02-17,14,Contract related,Y,Y,35.0,00:06:13,4.0,373,6.22,Wednesday,February
Dan,2021-02-17,15,Payment related,Y,Y,105.0,00:01:10,4.0,70,1.17,Wednesday,February
Diane,2021-02-17,15,Payment related,Y,Y,99.0,00:02:12,3.0,132,2.2,Wednesday,February
Joe,2021-02-17,15,Contract related,Y,Y,53.0,00:04:02,2.0,242,4.03,Wednesday,February
Greg,2021-02-17,15,Contract related,Y,N,50.0,00:06:42,4.0,402,6.7,Wednesday,February
Jim,2021-02-17,15,Contract related,Y,Y,114.0,00:02:32,4.0,152,2.53,Wednesday,February
Dan,2021-02-17,16,Payment related,Y,Y,87.0,00:02:30,4.0,150,2.5,Wednesday,February
Jim,2021-02-17,16,Payment related,Y,N,55.0,00:01:07,5.0,67,1.12,Wednesday,February
Martha,2021-02-17,16,Admin Support,Y,Y,97.0,00:05:54,4.0,354,5.9,Wednesday,February
Martha,2021-02-17,16,Payment related,Y,N,12.0,00:04:28,3.0,268,4.47,Wednesday,February
Stewart,2021-02-17,16,Admin Support,Y,Y,79.0,00:03:01,5.0,181,3.02,Wednesday,February
Martha,2021-02-17,16,Technical Support,Y,Y,11.0,00:06:23,3.0,383,6.38,Wednesday,February
Stewart,2021-02-17,17,Payment related,Y,N,69.0,00:00:39,4.0,39,0.65,Wednesday,February
Jim,2021-02-17,17,Admin Support,Y,Y,123.0,00:01:48,3.0,108,1.8,Wednesday,February
Martha,2021-02-17,17,Admin Support,Y,N,48.0,00:03:34,4.0,214,3.57,Wednesday,February
Joe,2021-02-17,17,Contract related,Y,Y,78.0,00:06:57,3.0,417,6.95,Wednesday,February
Joe,2021-02-17,17,Technical Support,Y,Y,109.0,00:04:04,3.0,244,4.07,Wednesday,February
Dan,2021-02-18,9,Technical Support,Y,N,61.0,00:05:54,5.0,354,5.9,Thursday,February
Greg,2021-02-18,9,Payment related,Y,Y,86.0,00:01:37,2.0,97,1.62,Thursday,February
Greg,2021-02-18,9,Admin Support,Y,Y,74.0,00:06:52,4.0,412,6.87,Thursday,February
Diane,2021-02-18,9,Payment related,Y,Y,125.0,00:04:53,3.0,293,4.88,Thursday,February
Becky,2021-02-18,10,Contract related,Y,N,64.0,00:06:09,2.0,369,6.15,Thursday,February
Joe,2021-02-18,10,Streaming,Y,Y,63.0,00:02:06,3.0,126,2.1,Thursday,February
Greg,2021-02-18,10,Admin Support,Y,Y,46.0,00:06:36,4.0,396,6.6,Thursday,February
Greg,2021-02-18,10,Admin Support,Y,Y,63.0,00:04:15,3.0,255,4.25,Thursday,February
Joe,2021-02-18,10,Contract related,Y,Y,96.0,00:00:47,4.0,47,0.78,Thursday,February
Dan,2021-02-18,10,Streaming,Y,Y,37.0,00:04:25,3.0,265,4.42,Thursday,February
Dan,2021-02-18,10,Contract related,Y,Y,73.0,00:03:24,4.0,204,3.4,Thursday,February
Diane,2021-02-18,10,Payment related,Y,Y,111.0,00:02:18,4.0,138,2.3,Thursday,February
Joe,2021-02-18,10,Streaming,Y,Y,79.0,00:03:08,2.0,188,3.13,Thursday,February
Dan,2021-02-18,10,Admin Support,Y,N,32.0,00:05:36,3.0,336,5.6,Thursday,February
Dan,2021-02-18,11,Contract related,Y,Y,60.0,00:04:50,3.0,290,4.83,Thursday,February
Dan,2021-02-18,11,Payment related,Y,Y,25.0,00:05:31,3.0,331,5.52,Thursday,February
Jim,2021-02-18,11,Payment related,Y,Y,72.0,00:04:11,4.0,251,4.18,Thursday,February
Dan,2021-02-18,11,Technical Support,Y,Y,82.0,00:01:07,3.0,67,1.12,Thursday,February
Diane,2021-02-18,11,Admin Support,Y,Y,104.0,00:06:44,4.0,404,6.73,Thursday,February
Becky,2021-02-18,11,Technical Support,Y,Y,102.0,00:02:24,5.0,144,2.4,Thursday,February
Martha,2021-02-18,13,Streaming,Y,N,86.0,00:01:35,3.0,95,1.58,Thursday,February
Becky,2021-02-18,13,Technical Support,Y,Y,93.0,00:06:04,2.0,364,6.07,Thursday,February
Dan,2021-02-18,13,Technical Support,Y,Y,39.0,00:04:13,2.0,253,4.22,Thursday,February
Stewart,2021-02-18,13,Admin Support,Y,Y,119.0,00:00:46,4.0,46,0.77,Thursday,February
Stewart,2021-02-18,13,Technical Support,Y,Y,71.0,00:00:42,3.0,42,0.7,Thursday,February
Joe,2021-02-18,13,Streaming,Y,Y,111.0,00:06:54,1.0,414,6.9,Thursday,February
